City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lebu,-37.6167,-73.65,52.25,70,9,4.07,CL,1714254292
366,belyy yar,53.6039,91.3903,31.89,74,0,4.47,RU,1714254292
367,bonthe,7.5264,-12.505,82.04,74,92,6.93,SL,1714254293
368,port sudan,19.6175,37.2164,83.07,65,91,3.0,SD,1714254045
369,mufumbwe,-13.6833,24.8,59.92,65,0,5.91,ZM,1714254294
370,cobija,-11.0267,-68.7692,83.7,69,99,0.94,BO,1714254295
371,emerald,-23.5333,148.1667,66.34,75,0,6.4,AU,1714254295
372,cape coast,5.1053,-1.2466,83.68,85,89,8.88,GH,1714254296
373,ongjin,37.9347,125.3619,56.98,52,99,4.79,KP,1714254296
374,argo,37.6333,22.7333,57.9,64,0,5.06,GR,1714254296
375,ust'-ilimsk,58.0006,102.6619,32.43,93,100,4.0,RU,1714254297
376,taroa,8.7058,171.2275,82.42,84,95,18.86,MH,1714254297
377,isangel,-19.55,169.2667,78.91,78,75,2.3,VU,1714254298
378,penzance,50.1186,-5.5371,47.08,77,100,16.22,GB,1714254298
379,muroto-misakicho,33.2833,134.15,65.8,84,1,5.32,JP,1714254298
380,tolanaro,-25.0319,46.9987,73.47,88,40,4.61,MG,1714254299
381,aketi,2.7388,23.7833,71.51,98,54,2.42,CD,1714254300
382,baukau,51.5526,7.2042,59.58,69,100,6.13,DE,1714254300
383,marilia,-22.2139,-49.9458,84.07,54,0,0.0,BR,1714254301
384,castillos,-34.1667,-53.8333,54.21,61,73,5.12,UY,1714254301
385,sinabang,2.4803,96.3801,80.82,83,100,4.45,ID,1714254022
386,santana,-0.0583,-51.1817,86.18,70,75,8.05,BR,1714254303
387,olyokminsk,60.3736,120.4264,29.61,94,100,4.81,RU,1714254303
388,ubari,26.5921,12.7805,84.76,11,15,5.08,LY,1714254303
389,luanda,-8.8368,13.2343,82.4,86,40,8.05,AO,1714254134
390,zhanaozen,43.3,52.8,62.01,29,7,17.22,KZ,1714254304
391,barreirinhas,-2.7469,-42.8264,77.05,93,100,4.18,BR,1714254305
392,fort-shevchenko,44.5086,50.263,66.54,25,7,15.03,KZ,1714254023
393,nova vicosa,-17.8919,-39.3719,77.13,72,0,5.99,BR,1714254306
394,san pedro pochutla,15.7333,-96.4667,92.91,50,5,11.32,MX,1714254306
395,laboulaye,-34.1266,-63.3912,51.76,68,46,3.58,AR,1714254306
396,kapuskasing,49.4169,-82.4331,50.09,93,100,12.66,CA,1714254307
397,chibougamau,49.9168,-74.3659,58.62,26,100,12.66,CA,1714254307
398,qarazhal,48.0078,70.7903,41.47,37,0,10.02,KZ,1714254308
399,andovoranto,-18.95,49.1,73.96,93,73,3.62,MG,1714254308
400,asind,25.7333,74.3333,78.6,19,3,11.65,IN,1714254308
401,buri ram,14.9943,103.1039,85.44,54,5,8.37,TH,1714254309
402,mendi,-6.1761,143.6513,61.02,92,90,0.45,PG,1714254309
403,tulun,54.5611,100.5792,35.19,96,97,6.22,RU,1714254310
404,fale old settlement,-9.3852,-171.2468,85.66,75,98,13.0,TK,1714254310
405,bodaybo,57.8506,114.1933,35.11,97,100,4.23,RU,1714254311
406,laascaanood,8.4774,47.3597,82.94,52,75,13.96,SO,1714254311
407,tooele,40.5308,-112.2983,47.8,84,100,3.44,US,1714254311
408,vernon,50.2581,-119.2691,54.61,76,100,5.01,CA,1714254312
409,port shepstone,-30.7414,30.455,64.33,78,29,7.83,ZA,1714254312
410,rongelap,11.1635,166.8941,81.32,74,89,18.61,MH,1714254313
411,shanor-northvue,40.9105,-79.9156,78.26,67,100,11.5,US,1714254313
412,sligo,54.2697,-8.4694,41.59,82,3,2.66,IE,1714254308
413,guerrero negro,27.9769,-114.0611,66.11,57,0,23.6,MX,1714254314
414,san juan de miraflores,-12.1629,-76.9635,72.12,82,60,6.4,PE,1714254315
415,ostashkov,57.1467,33.1075,43.57,63,53,2.44,RU,1714254315
416,naha,26.2125,127.6811,76.91,91,75,6.91,JP,1714254316
417,cestos city,5.46,-9.5828,82.96,85,69,9.4,LR,1714254316
418,glen innes,-29.7333,151.7333,53.56,82,58,7.52,AU,1714254317
419,t'aebaek,37.1759,128.9889,59.47,53,3,2.08,KR,1714254317
420,wermelskirchen,51.15,7.2167,57.51,88,100,6.69,DE,1714254318
421,chak azam sahu,30.75,73.0333,73.71,51,14,6.24,PK,1714254318
422,arraial do cabo,-22.9661,-42.0278,76.86,78,0,14.97,BR,1714254318
423,arauco,-37.2463,-73.3175,50.7,81,63,1.77,CL,1714254319
424,faya-largeau,17.9257,19.1043,84.61,9,0,14.58,TD,1714254319
425,kenai,60.5544,-151.2583,53.69,43,0,16.11,US,1714254320
426,beau vallon,-20.4189,57.6953,77.22,94,75,2.3,MU,1714254320
427,lijiang,26.8688,100.2207,43.59,84,7,4.97,CN,1714254321
428,graaff-reinet,-32.2522,24.5308,68.4,55,100,9.71,ZA,1714254322
429,tsiombe,-25.3,45.4833,67.95,89,10,4.07,MG,1714254322
430,rio bueno,-40.3167,-72.9667,53.74,80,42,4.5,CL,1714254323
431,baley,51.6,116.6333,29.93,45,4,4.0,RU,1714254323
432,gasa,31.5,34.4667,66.54,82,81,7.83,PS,1714254323
433,dabwali,29.95,74.7333,74.88,46,4,5.86,IN,1714254324
434,west bay,19.3667,-81.4167,86.07,74,40,16.11,KY,1714254324
435,la tuque,47.4334,-72.7824,61.05,21,100,10.36,CA,1714254325
436,selkirk,50.1436,-96.8845,50.09,54,100,15.01,CA,1714254311
437,lata,40.1629,-8.3327,49.91,95,32,2.19,PT,1714254325
438,hasaki,35.7333,140.8333,63.28,87,11,6.98,JP,1714254326
439,basco,20.4487,121.9702,83.25,84,5,13.22,PH,1714254326
440,ishikawa,26.4233,127.8214,76.96,94,20,6.91,JP,1714254327
441,richmond,37.5538,-77.4603,65.91,80,100,8.05,US,1714254114
442,tukrah,32.5341,20.5791,69.64,48,97,10.74,LY,1714254328
443,marsh harbour,26.5412,-77.0636,73.17,68,50,24.18,BS,1714254328
444,ovruch,51.3246,28.8035,49.35,66,100,3.15,UA,1714254192
445,peterhead,57.5058,-1.7981,41.4,85,11,10.42,GB,1714254329
446,crescentino,45.1904,8.0999,54.01,97,100,3.96,IT,1714254329
447,acarau,-2.8856,-40.12,75.38,93,100,12.77,BR,1714254330
448,petauke,-14.2426,31.3253,62.19,76,0,8.37,ZM,1714254330
449,el bayadh,33.6832,1.0193,60.94,37,13,23.42,DZ,1714254330
450,labrador city,52.9463,-66.9114,53.51,32,40,16.11,CA,1714254057
451,taishan,22.2514,112.7799,79.45,93,88,6.76,CN,1714254331
452,terme,41.2092,36.9739,55.33,89,100,1.57,TR,1714254332
453,shenkursk,62.1091,42.896,40.69,93,100,8.55,RU,1714254332
454,fada,9.5667,8.3,81.79,55,98,1.54,NG,1714254333
455,languyan,5.2618,120.0807,80.33,86,100,4.97,PH,1714254333
456,harstad,68.799,16.5293,38.59,77,11,13.0,NO,1714254333
457,callao,-12.0667,-77.15,73.69,68,0,9.22,PE,1714254334
458,port moresby,-9.4431,147.1797,76.42,94,20,3.44,PG,1714254304
459,sao joao da barra,-21.6403,-41.0511,77.09,81,0,14.61,BR,1714254335
460,elista,46.3078,44.2558,59.58,77,31,27.0,RU,1714254335
461,curitibanos,-27.2828,-50.5844,65.25,94,1,3.06,BR,1714254335
462,nuuk,64.1835,-51.7216,36.21,80,75,5.75,GL,1714254336
463,happy valley-goose bay,53.3168,-60.3315,57.51,26,20,10.36,CA,1714254336
464,prince rupert,54.3161,-130.3201,50.09,74,75,23.02,CA,1714254337
465,dali,25.7,100.1833,54.05,65,28,4.29,CN,1714254337
466,lively,46.4334,-81.1498,54.01,94,100,11.79,CA,1714254338
467,severnoye,56.3491,78.3619,50.99,55,100,11.99,RU,1714254338
468,kokpekty,48.75,82.4,39.22,39,6,4.32,KZ,1714254338
469,koidu,8.4167,-10.8333,75.56,94,62,2.15,SL,1714254339
470,vrangel',42.7297,133.0839,47.71,84,100,4.45,RU,1714254339
471,fort st. john,56.2499,-120.8529,53.49,30,40,2.3,CA,1714254340
472,aktau,43.65,51.2,59.58,30,12,14.76,KZ,1714254340
473,mount pleasant,32.7941,-79.8626,77.14,63,20,10.36,US,1714254341
474,ahmadpur east,29.1431,71.2598,82.69,27,78,6.69,PK,1714254341
475,luderitz,-26.6481,15.1594,63.5,70,18,3.62,NA,1714254342
476,akrehamn,59.2667,5.1833,44.01,75,18,8.05,NO,1714254342
477,shepetivka,50.1855,27.0637,49.95,73,100,6.15,UA,1714254343
478,mildura,-34.2,142.15,54.45,51,34,5.21,AU,1714254343
479,luwuk,-0.9516,122.7875,73.89,91,74,3.22,ID,1714254343
480,sandnessjoen,66.0217,12.6316,34.32,66,86,9.17,NO,1714254344
481,colonia,50.9333,6.95,59.97,63,0,6.91,DE,1714254259
482,la ronge,55.1001,-105.2842,39.45,35,20,13.8,CA,1714254345
483,jinchang,38.4953,102.1739,47.05,47,99,4.85,CN,1714254345
484,lazaro cardenas,17.9583,-102.2,82.11,62,22,8.55,MX,1714254346
485,grand-bassam,5.2118,-3.7388,85.96,84,58,8.34,CI,1714254346
486,araguaina,-7.1911,-48.2072,80.83,73,100,2.44,BR,1714254346
487,pachino,36.7186,15.0907,58.86,85,4,18.57,IT,1714254347
488,ayvalik,39.3191,26.6954,60.48,69,4,10.98,TR,1714254347
489,wellington,-41.2866,174.7756,52.86,83,4,9.22,NZ,1714254183
490,cold lake,54.4502,-110.2017,49.95,29,100,13.8,CA,1714254348
491,sipalay,9.75,122.5,79.18,84,100,4.63,PH,1714254349
492,suklayin,15.7574,121.5503,78.06,94,13,1.21,PH,1714254349
493,katutura,-22.521,17.0557,74.37,29,98,2.37,NA,1714254349
494,fortaleza,-3.7227,-38.5247,84.33,79,75,2.3,BR,1714254289
495,port augusta,-32.5,137.7667,55.35,49,0,5.39,AU,1714254350
496,kourou,5.1552,-52.6478,82.45,83,63,5.75,GF,1714254351
497,kondagaon,19.6,81.6667,81.21,41,10,3.29,IN,1714254351
498,kafanchan,9.5833,8.3,82.13,55,98,1.5,NG,1714254352
499,pierre,44.3683,-100.351,52.72,75,100,15.01,US,1714254277
500,hammerfest,70.6634,23.6821,32.45,74,75,9.22,NO,1714254353
501,campoverde,-8.4753,-74.8058,80.29,79,100,2.75,PE,1714254353
502,tekkekoy,41.2117,36.46,55.15,94,75,2.3,TR,1714254353
503,mayya,61.7333,130.2811,24.31,60,12,6.85,RU,1714254354
504,huilong,31.8111,121.655,61.59,92,100,13.22,CN,1714254355
505,santa marta,11.2408,-74.199,89.65,66,40,12.66,CO,1714254091
506,nianzishan,47.5167,122.8833,40.21,38,31,2.93,CN,1714254356
507,sanctuary point,-35.1114,150.629,55.33,80,5,4.85,AU,1714254356
508,magadan,59.5667,150.8,31.53,99,100,5.03,RU,1714254205
509,pathein,16.7833,94.7333,81.18,84,1,8.23,MM,1714254357
510,buenos aires,-34.6132,-58.3772,60.48,48,52,28.01,AR,1714254192
511,puerto maldonado,-12.6,-69.1833,91.8,62,20,2.3,PE,1714254358
512,pokrovsk,48.282,37.1758,58.01,81,83,12.57,UA,1714254358
513,myanaung,18.2833,95.3167,85.66,62,0,4.45,MM,1714254358
514,kavaratti,10.5669,72.642,85.93,69,84,9.42,IN,1714254359
515,port lincoln,-34.7333,135.8667,57.76,53,7,11.01,AU,1714254359
516,lyndon,38.2567,-85.6016,78.8,59,20,10.36,US,1714254360
517,pader palwo,2.8006,33.135,68.76,81,83,5.57,UG,1714254360
518,taitung city,22.7583,121.1444,76.59,79,14,3.62,TW,1714254361
519,beinamar,8.6698,15.3813,88.18,16,25,3.24,TD,1714254361
520,chagoda,59.164,35.3285,40.87,81,34,2.59,RU,1714254361
521,rouached,36.4577,6.0427,58.1,35,54,6.78,DZ,1714254362
522,vung tau,10.346,107.0843,83.46,75,72,9.57,VN,1714254362
523,san pascual,13.7975,121.0342,80.87,86,24,9.24,PH,1714254363
524,huron,41.1501,-82.5499,77.5,70,88,18.54,US,1714254363
525,kerikeri,-35.2268,173.9474,62.91,81,0,5.99,NZ,1714254364
526,sanming,26.2486,117.6186,67.87,96,100,2.71,CN,1714254364
527,mahina,-17.5065,-149.489,87.57,70,7,9.22,PF,1714254364
528,goundam,16.4145,-3.6708,92.17,12,1,9.86,ML,1714254365
529,meadow lake,34.8014,-106.5436,59.49,37,100,26.28,US,1714254365
530,mili,6.0815,171.735,82.27,81,100,16.33,MH,1714254366
531,vwawa,-9.1167,32.9333,57.34,96,41,5.99,TZ,1714254366
532,lubang,13.8584,120.124,84.4,80,26,21.27,PH,1714254367
533,kirakira,-10.4544,161.9205,84.65,78,97,3.42,SB,1714254367
534,kiunga,-6.1219,141.2906,76.42,98,83,2.51,PG,1714254368
535,malango,-2.9627,119.9001,66.13,97,70,2.98,ID,1714254368
536,colchani,-20.3,-66.9333,59.72,23,0,5.55,BO,1714254368
537,terbanggi besar,-4.8667,105.2333,77.52,90,100,6.64,ID,1714254369
538,nadym,65.5333,72.5167,28.96,91,100,7.54,RU,1714254369
539,razampeta,14.1833,79.1667,81.43,54,11,4.07,IN,1714254370
540,dabola,10.75,-11.1167,86.49,49,65,7.14,GN,1714254370
541,odesskoye,54.2111,72.9651,50.11,37,100,11.68,RU,1714254371
542,nizhnyaya poyma,56.1622,97.1933,35.62,91,100,6.06,RU,1714254371
543,keelung,25.1283,121.7419,77.09,90,100,6.98,TW,1714254371
544,villa gesell,-37.2639,-56.973,51.06,45,20,13.33,AR,1714254372
545,kununurra,-15.7667,128.7333,62.58,72,5,3.44,AU,1714254254
546,yulin,22.6333,110.15,76.19,92,0,4.5,CN,1714254373
547,flin flon,54.7682,-101.865,37.24,28,0,5.75,CA,1714254265
548,mosfellsbaer,64.1667,-21.7,45.91,49,40,9.22,IS,1714254373
549,kolyshley,52.7005,44.5367,59.63,68,100,5.55,RU,1714254374
550,martuk,50.7475,56.5056,57.97,55,70,7.23,KZ,1714254374
551,aginskoye,51.1,114.53,29.62,59,9,6.85,RU,1714254375
552,pontes e lacerda,-15.2261,-59.3353,80.98,77,81,3.49,BR,1714254201
553,aswan,24.0934,32.907,85.3,26,0,9.22,EG,1714254114
554,big bend,-26.8167,31.9333,59.58,83,3,2.75,SZ,1714254376
555,gimbi,9.1667,35.8333,58.44,87,78,3.62,ET,1714254376
556,ceylanpinar,36.8472,40.05,71.69,34,7,8.55,TR,1714254377
557,bridgewater,44.3835,-64.5155,54.1,35,0,7.0,CA,1714254377
558,novyy urgal,51.0736,132.5642,33.53,48,30,10.4,RU,1714254378
559,zholymbet,51.7433,71.7122,46.36,39,68,7.94,KZ,1714254378
560,satsuma,30.8532,-88.0561,81.68,50,100,12.26,US,1714254349
561,carutapera,-1.195,-46.02,76.33,94,100,4.43,BR,1714254379
562,nehe,48.4833,124.8333,40.21,43,0,5.46,CN,1714254379
563,boundiali,9.5217,-6.4869,77.14,78,100,3.24,CI,1714254380
564,voi,-3.3945,38.563,72.37,88,98,6.78,KE,1714254380
565,sen monorom,12.45,107.2,71.64,87,60,6.13,KH,1714254381
566,kani keli,-12.9536,45.1033,83.46,73,100,9.4,YT,1714254381
